species,decimalLongitude,decimalLatitude
Cedrela odorata,-61.40642,16.27014
Cedrela odorata,-61.430259,10.7511
Cedrela odorata,-61.43392,16.30325
Cedrela odorata,-61.449668,10.71862
Cedrela odorata,-61.468351,10.279694
Cedrela odorata,-61.49,-14.61
Cedrela odorata,-61.5,8.5
Cedrela odorata,-61.514339,10.675706
Cedrela odorata,-61.516667,10.663889
Cedrela odorata,-61.521685,10.670393
Cedrela odorata,-61.53667,16.20333
Cedrela odorata,-61.53977,16.19759
Cedrela odorata,-61.5398,16.19761
Cedrela odorata,-61.545776,10.1811
Cedrela odorata,-61.581179,10.60588
Cedrela odorata,-61.6,8.2
Cedrela odorata,-61.62085,15.98938
Cedrela odorata,-61.62451,15.97256
Cedrela odorata,-61.69384,16.31738
Cedrela odorata,-61.69675,15.96156
Cedrela odorata,-61.69698,15.96084
Cedrela odorata,-61.69703,15.9612
Cedrela odorata,-61.698,16.018
Cedrela odorata,-61.6985,15.99827
Cedrela odorata,-61.69885,15.95606
Cedrela odorata,-61.69902,15.99782
Cedrela odorata,-61.70556,15.99036
Cedrela odorata,-61.70704,15.99073
Cedrela odorata,-61.71855,15.98664
Cedrela odorata,-61.71857,15.98646
Cedrela odorata,-61.73,8.07
Cedrela odorata,-61.73,8.23
Cedrela odorata,-61.74083,16.22593
Cedrela odorata,-61.75005,16.31049
Cedrela odorata,-61.752502,15.808573
Cedrela odorata,-61.76839,16.07967
Cedrela odorata,-61.77761,16.22389
Cedrela odorata,-61.77805,16.22362
Cedrela odorata,-61.78234,16.18082
Cedrela odorata,-61.787842,17.080848
Cedrela odorata,-61.79,16.258
Cedrela odorata,-61.79769,16.29274
Cedrela odorata,-61.8,5.8
Cedrela odorata,-61.80033,16.24718
Cedrela odorata,-61.86,17.06
Cedrela odorata,-62.155611,16.698625
Cedrela odorata,-62.17,-9.12
Cedrela odorata,-62.212887,16.759453
Cedrela odorata,-62.683889,-6.987778
Cedrela odorata,-62.683954,-6.987642
Cedrela odorata,-62.96261,17.48281
Cedrela odorata,-62.97945,-9.38108
Cedrela odorata,-63,-5
Cedrela odorata,-63.04946,18.07901
Cedrela odorata,-63.12,7.58
Cedrela odorata,-63.32,0.816667
Cedrela odorata,-63.373056,-21.037778
Cedrela odorata,-63.67,-18.31
Cedrela odorata,-63.673056,-18.311944
Cedrela odorata,-63.78,-22.33
Cedrela odorata,-63.918056,-21.951389
Cedrela odorata,-63.999167,-12.291389
Cedrela odorata,-64.01667,-18.61667
Cedrela odorata,-64.02,-18.6
Cedrela odorata,-64.435,-16.7261
Cedrela odorata,-64.48,-22
Cedrela odorata,-64.48333,-22.36667
Cedrela odorata,-64.52,-16.58
Cedrela odorata,-64.6025,-9.277778
Cedrela odorata,-64.639722,-9.228333
Cedrela odorata,-64.9208,-35.3869
Cedrela odorata,-65.208908,-26.868191
Cedrela odorata,-65.35,6.32
Cedrela odorata,-65.357667,6.3135
Cedrela odorata,-65.467777,-9.610833
Cedrela odorata,-65.467778,-9.4775
Cedrela odorata,-65.467778,-9.610833
Cedrela odorata,-65.47,-9.610833
Cedrela odorata,-65.5,-14
Cedrela odorata,-65.67,-9.83
Cedrela odorata,-65.9119,7.0758
Cedrela odorata,-65.919537,18.000327
Cedrela odorata,-65.985156,18.257215
Cedrela odorata,-66.005962,18.155576
Cedrela odorata,-66.013329,18.421114
Cedrela odorata,-66.020798,18.450489
Cedrela odorata,-66.058009,18.140883
Cedrela odorata,-66.08235,18.470031
Cedrela odorata,-66.101389,-2.501111
Cedrela odorata,-66.101475,-2.50117
Cedrela odorata,-66.105318,18.056446
Cedrela odorata,-66.113457,18.002859
Cedrela odorata,-66.185801,18.103849
Cedrela odorata,-66.196681,18.006288
Cedrela odorata,-66.199728,18.470627
Cedrela odorata,-66.23,18.08
Cedrela odorata,-66.233,18.083
Cedrela odorata,-66.248883,18.176291
Cedrela odorata,-66.46222,18.22139
Cedrela odorata,-66.51669,18.21554
Cedrela odorata,-66.527222,10.396944
Cedrela odorata,-66.527778,10.393333
Cedrela odorata,-66.579444,10.038889
Cedrela odorata,-66.616667,-15.166667
Cedrela odorata,-66.62,-14.5
Cedrela odorata,-66.62,-15.17
Cedrela odorata,-66.637209,18.056632
Cedrela odorata,-66.723067,18.231555
Cedrela odorata,-66.732118,18.337732
Cedrela odorata,-66.73734,18.398782
Cedrela odorata,-66.744083,18.397127
Cedrela odorata,-66.766667,10.5
Cedrela odorata,-66.886158,18.127602
Cedrela odorata,-66.92201,18.242599
Cedrela odorata,-66.981111,10.396389
Cedrela odorata,-67.032632,18.050369
Cedrela odorata,-67.072827,18.045888
Cedrela odorata,-67.08,-14.92
Cedrela odorata,-67.13361,-10.33
Cedrela odorata,-67.1667,10
Cedrela odorata,-67.20153,18.301993
Cedrela odorata,-67.412191000000007,-16.557236
Cedrela odorata,-67.525867,-14.4395
